tweet,date,tagged,keywords,events,selected
"#Magnotta se déplace avec son appareil numérique pour filmer, tel un réalisateur. Parfois, la caméra a été déposée sur endroit stable.",10/23/2014,#Magnotta_NPP se_CLR déplace_V avec_P son_DET appareil_N numérique_ADJ pour_P filmer_VINF tel_ADJ un_DET réalisateur_NC Parfois_ADV la_DET caméra_NC a_V été_VPP déposée_VPP sur_P endroit_NC stable_ADJ,déplace numérique filmer tel réalisateur camérété déposée endroit stable,preuve,
Difficile d'évaluer réaction des jurés depuis salle de débordement. Tous regardent attentivement. Ils ont déjà vu des extraits #Magnotta,10/23/2014,Difficile_ADJ d'évaluer_VINF réaction_NC des_P jurés_NC depuis_P salle_N de_P débordement_NC Tous_ADJ regardent_V attentivement_ADV Ils_CLS ont_V déjà_ADV vu_VPP des_P extraits_NC #Magnotta_NPP,Difficile d'évaluer réaction jurés débordement Tous regardent ont vu extraits,-,Comportement Magnotta / jurés procès
"Encore une fois, #Magnotta a la tête baissée dans sa cage de verre pendant que le jury regarde vidéos de profanation du cadavre",10/23/2014,Encore_ADV une_DET fois_NC #Magnotta_NPP a_V la_DET tête_NC baissée_VPP dans_P sa_DET cage_NC de_P verre_NC pendant_P que_C le_DET jury_NC regarde_V vidéos_ADJ de_P profanation_NC du_P cadavre_NC,fois tête baissée cage verre jury regarde vidéos profanation cadavre,-,Comportement Magnotta / jurés procès
"12 vidéos suivantes ont été prises le 25 mai 2012. Sur la 1ère, Lin Jun est déjà mort. Donc, pas de vidéo du meurtre comme tel. #Magnotta",10/23/2014,12_ADJ vidéos_NC suivantes_ADJ ont_V été_VPP prises_VPP le_DET 25_ADJ mai_NC 2012_N Sur_P la_DET 1ère_ADJ Lin_NC Jun_NPP est_V déjà_ADV mort_VPP Donc_NPP pas_ADV de_P vidéo_NC du_P meurtre_NC comme_P tel_ADJ #Magnotta_NC,12 vidéos suivantes ont été prises 25 mai 1ère Lin Jun est mort Donc vidéo meurtre tel,preuve,
3e vidéo: #Magnotta à califourchon sur l'homme ligoté. Lui demande s'il est OK. Homme semble + ou - conscient.,10/23/2014,3e_ADJ vidéo_NC :_PUNC #Magnotta_NPP à_P califourchon_NC sur_P l'homme_NC ligoté_VPP Lui_DET demande_NC s_ET '_ET il_CLS est_V OK_DET Homme_NC semble_V +_ADV ou_CC -_PUNC conscient_ADJ,3e vidéo califourchon l'homme ligoté demande est Homme semble conscient,preuve,
"Sur 2e et 3e vidéo (19 mai) #Magnotta s'active près de l'homme, vraisemblement celui aperçu au début de la vidéo qui a été diffusée en ligne",10/23/2014,Sur_P 2e_NC et_CC 3e_NC vidéo_ADJ 19_ADJ mai_NC #Magnotta_ET s_ET '_N active_ADJ près_P de_P l'homme_NC vraisemblement_ADV celui_PRO aperçu_VPP au_P début_NC de_P la_DET vidéo_NC qui_PROREL a_V été_VPP diffusée_VPP en_P ligne_NC,2e 3e vidéo 19 mai active l'homme aperçu début été diffusée ligne,preuve,
"2 premières vidéos (19 mai) montrent homme nu, ligoté et yeux bandés, sur le lit de #Magnotta. On l'entend ronfler.",10/23/2014,2_ADJ premières_ADJ vidéos_NC 19_ADJ mai_NC montrent_V homme_NC nu_NC ligoté_ADJ et_CC yeux_NC bandés_VPP sur_P le_DET lit_NC de_P #Magnotta_NPP On_CLS l'entend_V ronfler_VINF,2 premières vidéos 19 mai montrent homme nu ligoté yeux bandés lit l'entend ronfler,preuve,
"Il y avait aussi 15 vidéos sur carte mémoire. Trois filmées le 19 mai 2012, 12 filmées le 25, jour du meurtre. On les regarde #Magnotta",10/23/2014,Il_CL y_CL avait_V aussi_ADV 15_ADJ vidéos_NC sur_P carte_NC mémoire_NC Trois_ADJ filmées_VPP le_DET 19_ADJ mai_NC 2012_N 12_ADJ filmées_VPP le_DET 25_DET jour_NC du_P meurtre_NC On_CLS les_CLO regarde_V #Magnotta_NPP,avait 15 vidéos carte mémoire Trois filmées 19 mai 12 jour meurtre regarde,preuve,
"On voit aussi deux photos prises le 19 mai 2012, sur lesquelles on voit #Magnotta et un autre homme. Ils semblent endormis.",10/23/2014,On_CLS voit_V aussi_ADV deux_ADJ photos_NC prises_V le_DET 19_ADJ mai_NC 2012_N sur_P lesquelles_PROREL on_CLS voit_V #Magnotta_NPP et_CC un_DET autre_ADJ homme_NC Ils_CLS semblent_V endormis_NC,voit deux photos prises 19 mai autre homme semblent endormis,preuve,
"Ce sont des photos de #Magnotta pour la plupart. Parfois, il prend des poses. Divers documents aussi photographiés.",10/23/2014,Ce_CLS sont_V des_DET photos_NC de_P #Magnotta_NPP pour_P la_DET plupart_N Parfois_ADV il_CLS prend_V des_P poses_NC Divers_ADJ documents_NC aussi_ADV photographiés_VPP,sont photos prend poses Divers documents photographiés,preuve,
Sarganis présente maintenant 20 autres photos qu'il considérait d'intérêt pour l'enquête #Magnotta,10/23/2014,Sarganis_NPP présente_V maintenant_ADV 20_DET autres_ADJ photos_NC qu'il_ADJ considérait_V d'intérêt_DET pour_P l'enquête_DET #Magnotta_NC,Sarganis présente autres photos qu'il considérait,preuve,
Il y a 20 photos de Lin Jun sur la carte mémoire. Toutes prises après sa mort. Photos assez choquantes pour dire le moins. #Magnotta,10/23/2014,Il_CLS y_CLO a_V 20_DET photos_NC de_P Lin_NPP Jun_NPP sur_P la_DET carte_NC mémoire_NC Toutes_ADJ prises_V après_P sa_DET mort_NC Photos_NPP assez_ADV choquantes_ADJ pour_P dire_VINF le_DET moins_ADV #Magnotta_NPP,photos Lin Jun carte mémoire Toutes prises mort Photos choquantes dire,preuve,
"Sarganis présente maintenant photos de la scène de crime, le 25 mai 2012. On y voit Lin Jun mort. #Magnotta",10/23/2014,Sarganis_NPP présente_V maintenant_ADV photos_NC de_P la_DET scène_NC de_P crime_NC le_DET 25_ADJ mai_NC 2012_N On_CLS y_CLO voit_V Lin_DET Jun_N mort_ADJ #Magnotta_NPP,Sarganis présente photos scène crime 25 mai voit mort,preuve,
"Sarganis présente d'abord trois photos prises avant le meurtre, où l'on voit #Magnotta porter un anneau au majeur de la main droite.",10/23/2014,Sarganis_NPP présente_V d'abord_DET trois_DET photos_NC prises_VPP avant_P le_DET meurtre_NC où_PROREL l'on_CLS voit_V #Magnotta_NPP porter_V un_DET anneau_NC au_P majeur_ADJ de_P la_DET main_N droite_ADJ,Sarganis présente photos prises meurtre voit porter anneau majeur droite,preuve,
"Couronne présente photos retrouvées dans la carte mémoire, en commençant avec photos prises avant jour du meurtre #Magnotta",10/23/2014,Couronne_NC présente_ADJ photos_NC retrouvées_VPP dans_P la_DET carte_NC mémoire_NC en_P commençant_VPR avec_P photos_NC prises_VPP avant_P jour_NC du_P meurtre_NC #Magnotta_NPP,Couronne présente photos retrouvées carte mémoire prises jour meurtre,preuve,
"Cette carte mémoire avait été retrouvée par la police, le 29 mai 2012, dans un appareil numérique mis aux ordures #Magnotta",10/23/2014,Cette_DET carte_NC mémoire_NC avait_V été_VPP retrouvée_VPP par_P la_DET police_NC le_DET 29_ADJ mai_NC 2012_N dans_P un_DET appareil_N numérique_ADJ mis_V aux_P ordures_NC #Magnotta_NPP,carte mémoire avait été retrouvée police 29 mai numérique mis ordures,preuve,
Rappelons que Sarganis a dit lundi que 12 vidéos et 20 photos prises le jour du meurtre ont été trouvées sur une carte mémoire #Magnotta,10/23/2014,Rappelons_NPP que_CS Sarganis_NPP a_V dit_VPP lundi_NC que_CS 12_DET vidéos_NC et_CC 20_DET photos_NC prises_V le_DET jour_NC du_P meurtre_NC ont_V été_VPP trouvées_VPP sur_P une_DET carte_NC mémoire_NC #Magnotta_NPP,Rappelons Sarganis dit lundi vidéos photos prises jour meurtre ont été trouvées carte mémoire,preuve,
"La preuve de la défense devrait commencer vendredi prochain, a aussi prévenu le juge Cournoyer. #Magnotta",10/23/2014,La_DET preuve_NC de_P la_DET défense_NC devrait_V commencer_VINF vendredi_NC prochain_ADJ a_V aussi_ADV prévenu_VPP le_DET juge_NC Cournoyer_NPP #Magnotta_NPP,preuve défense devrait commencer vendredi prochain prévenu juge Cournoyer,preuve,
"Juge prévient aussi jury qu'il siégera vendredi, mais seulement en matinée. #Magnotta",10/23/2014,Juge_NPP prévient_V aussi_ADV jury_NC qu'il_ADJ siégera_V vendredi_NC mais_CC seulement_ADV en_P matinée_NC #Magnotta_NPP,Juge prévient jury qu'il siégervendredi matinée,procedure,
Juge avise jury que le dévoilement de la preuve par la Couronne devrait se terminer mardi. #Magnotta,10/23/2014,Juge_NPP avise_V jury_NC que_CS le_DET dévoilement_NC de_P la_DET preuve_NC par_P la_DET Couronne_NC devrait_V se_CLR terminer_VINF mardi_NC #Magnotta_NPP,Juge avise jury dévoilement preuve Couronne devrait terminer mardi,procedure,
"Procès #Magnotta reprend avec suite du témoignage de Panagiotis Sarganis, de l'unité des crimes technologiques du SPVM.",10/23/2014,Procès_NPP #Magnotta_NPP reprend_V avec_P suite_N du_P témoignage_NC de_P Panagiotis_NPP Sarganis_NPP de_P l'unité_NC des_P crimes_NC technologiques_ADJ du_P SPVM_NPP,Procès reprend témoignage Panagiotis Sarganis l'unité crimes technologiques SPVM,procedure,
"Procès #Magnotta reprend, après journée de relâche imprévue hier. Évidemment, ça commence avec débat hors jury.",10/23/2014,Procès_NPP #Magnotta_NPP reprend_V après_P journée_NC de_P relâche_NC imprévue_ADJ hier_ADV Évidemment_ADV ça_PRO commence_V avec_P débat_NC hors_P jury_NC,Procès reprend journée relâche imprévue commence débat jury,procedure,
"Sur ce, juge s'adresse aux jurés. On ne comprend rien de ce qu'il dit, lui qui dit pourtant aux avocats de parler dans leur micro #Magnotta",10/21/2014,Sur_P ce_DET juge_NC s_ET '_ET adresse_V aux_P jurés_NC On_CLS ne_ADV comprend_V rien_PRO de_P ce_DET qu'il_NC dit_V lui_PRO qui_PROREL dit_V pourtant_ADV aux_P avocats_NC de_P parler_VINF dans_P leur_DET micro_NC #Magnotta_NPP,juge adresse jurés comprend qu'il dit avocats parler micro,procedure,
Fin du contre-interrogatoire du journaliste Alex West. #Magnotta,10/21/2014,Fin_NC du_P contre-interrogatoire_NC du_P journaliste_NC Alex_NPP West_NPP #Magnotta_NPP,Fin contre-interrogatoire journaliste Alex West,procedure,
West ajoute que le regard de #Magnotta sur cette photo est en partie absent (slightly vacant).,10/21/2014,West_NPP ajoute_V que_CS le_DET regard_NC de_P #Magnotta_NPP sur_P cette_DET photo_NC est_V en_P partie_N absent_ADJ slightly_ADJ vacant_VPR,West ajoute regard photo est absent slightly,-,
"Leclair veut maintenant que West interprète le regard de #Magnotta sur photo prise dans l'entrevue. ""Il fixe intensément"", dit-il",10/21/2014,Leclair_NPP veut_V maintenant_ADV que_CS West_NPP interprète_V le_DET regard_NC de_P #Magnotta_NPP sur_P photo_NC prise_VPP dans_P l'entrevue_N Il_CLS fixe_V intensément_ADV dit-il_ADV,Leclair veut West interprète regard photo prise fixe,passe,
Leclair suggère que cela s'explique peut-être par la visite de West à #Magnotta,10/21/2014,Leclair_NPP suggère_V que_CS cela_PRO s_ET '_ET explique_V peut-être_VINF par_P la_DET visite_NC de_P West_NPP à_P #Magnotta_NPP,Leclair suggère explique peut-être visite West,passe,
"Après l'entrevue avec #Magnotta à l'hôtel Fusilier, West l'a vu descendre avec deux policiers en civils. A pris taxi.",10/21/2014,Après_P l'entrevue_NC avec_P #Magnotta_NPP à_P l'hôtel_NC Fusilier_NPP West_NPP l'_CLO a_V vu_VPP descendre_VINF avec_P deux_DET policiers_NC en_P civils_NC A_P pris_V taxi_N,l'entrevue l'hôtel Fusilier West vu descendre policiers civils pris,passe,
"Dans courriel envoyé au Sun, Leclair croit reconnaître d'autres propos tenus dans un film par... Greta Garbo #Magnotta",10/21/2014,Dans_P courriel_DET envoyé_NC au_P Sun_ET Leclair_ET croit_V reconnaître_VINF d'autres_DET propos_NC tenus_VPP dans_P un_DET film_NC par_P Greta_NPP Garbo_NPP #Magnotta_NPP,envoyé croit reconnaître propos tenus filGretGarbo,passe,
Courriel envoyé au Sun fait référence à un journaliste sexy. West croit qu'il était question de lui. #Magnotta,10/21/2014,Courriel_NPP envoyé_N au_P Sun_ET fait_V référence_NC à_P un_DET journaliste_NC sexy_ADJ West_NPP croit_V qu'il_ADV était_V question_NC de_P lui_CLO #Magnotta_NPP,Courriel fait référence journaliste sexy West croit était question,passe,
"Le courriel reçu par le Sun le 10 déc. 2011, vous l'avez pris au sérieux? Oui et non. Ça semblait sorti tout droit d'un film. #Magnotta",10/21/2014,Le_DET courriel_NC reçu_VPP par_P le_DET Sun_ET le_DET 10_ADJ déc_NC 2011_N vous_CLS l'avez_V pris_VPP au_P sérieux_NC ?_PUNC Oui_ADV et_CC non_ADV Ça_PRO semblait_V sorti_VPP tout_ADV droit_ADJ d'un_ADJ film_NC #Magnotta_NPP,courriel reçu 10 déc l'avez pris sérieux semblait sorti droit d'un film,passe,
"West auj. incertain que ça vient du film. Magnotta a aussi utilisé nom Trammel à Berlin, nom du perso. principal dans même film #Magnotta",10/21/2014,West_NPP auj_V incertain_ADJ que_CS ça_PRO vient_V du_P film_NC Magnotta_NPP a_V aussi_ADV utilisé_VPP nom_NC Trammel_NPP à_P Berlin_NPP nom_NC du_P perso_NC principal_ADJ dans_P même_ADJ film_NC #Magnotta_NPP,West auj incertain vient filMagnottutilisé noTrammel Berlin perso principal même,passe,
"""Killing is not like smoking. With smoking, you can quit""' disait courriel reçu par Sun.West croit que ça vient de Basic Instinct #Magnotta",10/21/2014,Killing_NPP is_VPP not_ET like_ET smoking_ET With_ET smoking_ET you_ET can_ET quit_ET '_ET disait_V courriel_ADJ reçu_VPP par_P SunWest_NPP croit_V que_CS ça_PRO vient_V de_P Basic_ET Instinct_ET #Magnotta_ET,Killing is disait courriel reçu SunWest croit vient,passe,
"""People framed me""a dit #Magnotta à West en déc. 2011. West dit qu'il ne le croyait pas. Il croyait qu'il était l'auteur des vidéos.",10/21/2014,People_ET framed_ET mea_ET dit_V #Magnotta_NPP à_P West_NPP en_P déc_NC 2011_ADJ West_NPP dit_V qu'il_PRO ne_ADV le_CLO croyait_V pas_ADV Il_CLS croyait_V qu'il_PRO était_V l'auteur_ADJ des_P vidéos_NC,dit West déc 2011 croyait était l'auteur vidéos,passe,
"""J'ai senti qu'il y avait quelque chose (...) qui n'était pas normal avec lui""dit West, en parlant de #Magnotta",10/21/2014,J'ai_NPP senti_V qu'il_DET y_CLO avait_V quelque_DET chose_NC qui_PROREL n'était_V pas_ADV normal_ADJ avec_P luidit_NC West_NPP en_P parlant_VPR de_P #Magnotta_NPP,J'ai senti avait chose n'était normal luidit West,passe,
"West semble souvent interloqué en écoutant les questions de l'avocat de #Magnotta. Souvent, il ne les comprend pas...",10/21/2014,West_NPP semble_V souvent_ADV interloqué_VPP en_P écoutant_VPR les_DET questions_NC de_P l'avocat_N de_P #Magnotta_N Souvent_ADV il_CLS ne_ADV les_CLO comprend_V pas_ADV,West semble interloqué questions comprend,passe,
West dit croire que c'est lui qui a fourni l'enregistrement audio de son entrevue avec #Magnotta aux documentaristes,10/21/2014,West_NPP dit_V croire_VINF que_CS c'est_DET lui_PRO qui_PROREL a_V fourni_VPP l'enregistrement_ADV audio_PRO de_P son_DET entrevue_NC avec_P #Magnotta_NPP aux_P documentaristes_NC,West dit croire fourni entrevue documentaristes,passe,
"West a utilisé escalier de secours pour aller rencontrer #Magnotta. Leclair dit que ce n'est pas approprié. ""Si vous le dites"", répond West",10/21/2014,West_NPP a_V utilisé_VPP escalier_VINF de_P secours_NC pour_P aller_VINF rencontrer_VINF #Magnotta_NPP Leclair_NPP dit_V que_CS ce_DET n'est_NC pas_ADV approprié_ADJ Si_CS vous_CLS le_CLO dites_VIMP répond_V West_NPP,West utilisé escalier secours aller rencontrer Leclair dit n'est approprié dites répond,passe,
"#Magnotta devait savoir qu'en parlant à un journaliste, ce qu'il disait allait/pouvait être rapporté, poursuit West.",10/21/2014,#Magnotta_NPP devait_V savoir_VINF qu'en_ADV parlant_VPR à_P un_DET journaliste_NC ce_DET qu'il_NC disait_V allait/pouvait_V être_VINF rapporté_VPP poursuit_V West_NPP,devait savoir journaliste qu'il disait allait/pouvait être rapporté poursuit West,passe,
"Je ne croyais pas que #Magnotta allait être candide si je lui disais que je l'enregistrais, dit West. Leclair y voir un piège, une embuscade",10/21/2014,Je_CLS ne_ADV croyais_V pas_ADV que_CS #Magnotta_NPP allait_V être_VINF candide_NC si_CS je_CLS lui_CLO disais_V que_CS je_CLS l'enregistrais_V dit_V West_NPP Leclair_NPP y_CLO voir_VINF un_DET piège_NC une_DET embuscade_NC,croyais allait être candide disais l'enregistrais dit West Leclair voir piège embuscade,passe,
"C'est Rebecca Brooks (News of the World) qui vous appris ça? Non, c'est une pratique courante, nous protège contre contestation #Magnotta",10/21/2014,C'est_NPP Rebecca_NPP Brooks_NPP News_ET of_ET the_ET World_ET qui_PROREL vous_PRO appris_VPP ça_PRO ?_PUNC Non_ADV c'est_V une_DET pratique_NC courante_ADJ nous_CLS protège_V contre_P contestation_NC #Magnotta_NPP,C'est RebeccBrooks appris c'est pratique courante protège contestation,passe,
"West répète qu'il a enregistré #Magnotta à son insu, grâce à un micro dissimulé dans la poche de son veston",10/21/2014,West_NPP répète_V qu'il_NPP a_V enregistré_VPP #Magnotta_NPP à_P son_DET insu_NC grâce_N à_P un_DET micro_NC dissimulé_VPP dans_P la_DET poche_NC de_P son_DET veston_NC,West répète qu'il enregistré insu micro dissimulé poche veston,passe,
"Sur ce, West tente de définir le mot personnage. Même le PM aurait pu être appelé ainsi, Thatcher aussi. La reine? Pas sûr... #Magnotta",10/21/2014,Sur_P ce_DET West_NPP tente_V de_P définir_VINF le_DET mot_NC personnage_NC Même_ADJ le_DET PM_NPP aurait_V pu_VPP être_VINF appelé_VPP ainsi_ADV Thatcher_NPP aussi_ADV La_DET reine_NC ?_PUNC Pas_ADV sûr_ADJ #Magnotta_NC,West tente définir mot personnage Même Paurait pu être appelé Thatcher reine sûr,passe,
Pourquoi utilisez vous le terme personnage (character) pour parler de #Magnotta? demande Leclair. West dit que c'est une façon de parler.,10/21/2014,Pourquoi_ADVWH utilisez_VIMP vous_PRO le_DET terme_NC personnage_NC character_VINF pour_P parler_VINF de_P #Magnotta_NPP ?_PUNC demande_V Leclair_NPP West_NPP dit_V que_CS c'est_V une_DET façon_NC de_P parler_VINF,utilisez terme personnage character parler demande Leclair West dit c'est façon,passe,
"L'extrait que fait jouer Leclair vient du documentaire Sex, Fame & Murder, celui que le FFM a retiré de sa programmation cet été #Magnotta",10/21/2014,L'extrait_NC que_PROREL fait_V jouer_VINF Leclair_NPP vient_V du_P documentaire_NC Sex_ET Fame_ET &_C Murder_ET celui_PRO que_CS le_DET FFM_NPP a_V retiré_VPP de_P sa_DET programmation_NC cet_DET été_NC #Magnotta_NPP,L'extrait fait jouer Leclair vient documentaire FFretiré programmation été,passe,
"Vous aviez reçu un courriel ou plusieurs? On m'a dit que nous en avions reçu plusieurs, répond West #Magnotta",10/21/2014,Vous_CLS aviez_V reçu_VPP un_DET courriel_NC ou_CC plusieurs_DET ?_PUNC On_CLS m_NC '_ADJ a_V dit_VPP que_CS nous_PRO en_P avions_NC reçu_VPP plusieurs_ADJ répond_V West_NPP #Magnotta_NPP,aviez reçu courriel dit avions plusieurs répond West,passe,
